Distance_to_soma,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595
01144_P010_T01-S009_TP_R0460_LJ-20220607_LJ_stamp_2022_08_25_13_29,9,9,9,9,9,9,14,16,16,18,20,19,18,20,22,24,26,27,25,23,21,16,13,10,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01148_P014_T01-S012_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_25_14_22,7,7,7,7,8,9,11,17,19,22,23,24,26,28,28,27,26,21,18,18,15,15,12,9,7,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01253_P010_T01-S016_TP_R0460_LJ-20220607_YXQ_stamp_2022_08_25_09_24,8,8,8,8,9,17,16,17,20,20,22,21,21,21,17,15,14,14,15,14,14,13,11,10,10,10,9,9,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01260_P010_T01-S016_TP_R0613_LJ-20220607_LJ_stamp_2022_08_26_14_47,5,5,5,5,5,7,7,10,12,14,18,18,22,24,27,30,31,30,30,26,27,24,22,18,16,14,12,10,8,5,5,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01262_P010_T01-S016_TP_R0460_LJ-20220607_LJ_stamp_2022_08_26_14_48,5,5,5,6,9,11,16,18,21,21,21,22,22,22,24,21,21,18,18,15,13,10,9,9,6,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01270_P014_T01-S013_MFG_R0460_LJ-20220704_RJ_stamp_2022_07_21_17_12,7,7,7,8,10,10,12,18,19,17,20,21,22,22,29,26,23,20,16,14,12,13,11,8,7,6,5,5,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01271_P014_T01-S013_MFG_R0613_LJ-20220704_RJ_stamp_2022_08_26_14_51,8,8,8,9,11,10,13,14,21,21,23,25,28,28,26,23,21,21,14,12,12,11,8,7,5,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01275_P014_T01-S013_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_25,10,10,10,10,10,10,11,14,18,20,19,22,27,27,26,29,28,25,20,19,18,15,13,15,13,11,10,6,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01298_P015_T03-S013_(X)FG_R0613_LJ-20220629_YXQ_stamp_2022_08_25_09_57,6,6,6,6,7,8,9,10,13,14,17,21,25,25,26,26,27,25,18,17,18,18,14,14,12,11,8,5,5,4,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01350_P014_T01-S010_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_10_04,9,9,9,9,9,10,13,18,19,24,27,28,27,22,22,19,18,18,14,16,14,14,12,10,9,9,5,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01351_P014_T01-S010_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_19,10,10,10,10,11,13,15,16,21,26,33,34,35,35,41,41,40,39,38,40,36,32,30,29,27,23,21,19,16,13,12,7,5,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01375_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_06,6,6,6,6,8,10,10,13,13,17,16,16,15,11,8,6,7,6,4,4,3,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01376_P014_T01-S006_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_10_15,7,7,7,7,7,8,12,14,18,20,21,25,23,22,18,16,19,15,12,9,5,4,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01395_P014_T01-S005_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_07,5,5,5,8,8,9,11,13,16,17,20,25,26,21,19,18,19,18,16,12,10,9,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01396_P014_T01-S005_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_29_16_55,7,7,7,7,8,10,13,17,21,19,16,19,22,21,19,17,16,15,15,12,11,9,7,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01427_P014_T01-S015_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_31_13_50,6,6,6,6,7,8,9,14,13,16,16,14,13,13,10,12,13,11,9,10,9,8,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01506_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_17_15,6,6,6,8,10,15,17,19,19,20,24,24,25,24,23,20,16,16,14,14,13,13,13,11,11,11,11,11,10,9,7,5,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01507_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_30_10_22,8,8,8,10,14,18,22,23,25,28,30,33,32,34,34,33,33,30,28,25,23,22,19,17,17,16,16,13,12,11,9,8,7,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01520_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_12_01,7,7,7,11,11,14,15,18,21,21,28,29,31,26,26,23,20,19,17,17,15,15,14,13,11,10,8,6,6,6,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01521_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_14_40,7,7,8,9,10,13,18,17,16,23,22,21,22,21,18,15,15,10,7,6,4,4,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01522_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_15_22,9,9,9,9,11,15,19,19,21,20,23,24,23,23,21,23,20,20,15,13,13,12,11,8,6,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01523_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_16_15,8,8,8,12,13,17,16,17,18,22,25,27,28,27,27,24,19,17,15,15,12,11,11,10,7,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01561_P018_T01-S012_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_25_09_17,10,10,10,10,11,12,11,13,14,16,18,19,24,24,26,27,26,29,33,31,30,28,27,28,27,24,23,21,19,14,13,12,13,11,10,8,7,5,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01564_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_09_18,9,9,9,9,11,11,17,18,21,23,22,22,18,15,12,13,12,11,10,9,6,6,4,4,3,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01570_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_13_42,8,8,8,8,10,11,15,14,13,13,17,23,25,29,30,34,34,37,39,37,37,37,36,36,32,29,25,23,24,19,14,11,4,4,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01585_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_31_14_20,6,6,6,8,9,10,14,15,17,21,26,26,29,29,30,34,36,32,30,28,22,21,21,19,17,13,11,9,8,6,4,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01590_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_14_24,8,8,8,8,10,16,21,22,25,24,21,21,19,15,13,11,10,8,7,8,7,8,7,4,5,4,4,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01645_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_29_15_34,5,5,5,8,10,11,12,10,9,8,8,10,10,5,4,4,4,6,5,5,5,5,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01649_P018_T01-S025_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_29_16_29,6,6,6,10,12,15,20,23,23,25,25,26,25,25,24,21,20,16,13,10,10,9,10,9,7,6,6,4,3,4,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01661_P018_T01-S025_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_29_17_22,5,5,6,6,11,12,13,15,16,16,13,13,14,12,11,8,6,6,5,5,4,4,4,3,2,3,3,3,3,3,3,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01678_P018_T01-S014_SPL_R0919_LJ-20220728_YXQ_stamp_2022_08_27_13_21,6,6,6,6,6,8,12,15,16,17,20,22,25,26,26,28,25,24,21,19,20,15,12,9,8,6,5,5,5,5,6,6,5,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,4,4,3,3,3,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01683_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_27_13_28,11,11,11,13,18,24,25,27,29,26,25,24,20,16,15,13,8,7,7,7,5,4,3,3,3,2,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01684_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_13_31,9,9,9,10,13,15,18,24,27,27,26,27,29,22,21,18,14,11,10,10,9,8,6,4,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01692_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_15_27,8,8,8,8,8,8,10,11,14,19,20,23,24,23,22,21,18,15,14,10,8,8,9,7,5,4,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01738_P018_T01-S029_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_25_09_11,9,9,9,9,9,11,14,15,16,18,22,27,30,34,34,34,29,27,23,21,19,16,14,14,13,10,9,9,7,6,4,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
