Name,Stems,Branches,Length,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
01377_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_10_14.ano.eswc,12,101,3140.77,82.9811,62.3011,1.12317
01378_P014_T01-S006_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_09_42.ano.eswc,11,92,2959.57,78.2009,58.9679,1.11967
01382_P014_T01-S006_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_25_10_32.ano.eswc,10,98,3400,75.6496,58.2152,1.08437
01384_P014_T01-S005_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_30_16_17.ano.eswc,12,66,2947.66,81.919,56.5078,1.13919
01387_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_15_28.ano.eswc,8,86,2413.08,79.8482,63.5522,1.08738
01394_P014_T01-S005_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_16_52.ano.eswc,10,126,3593.38,80.3332,58.6645,1.12387
01395_P014_T01-S005_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_26_15_07.ano.eswc,5,83,2070.16,78.1291,61.3508,1.05065
01396_P014_T01-S005_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_29_16_55.ano.eswc,7,79,2144.05,80.7674,62.7024,1.0377
01397_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_08.ano.eswc,7,88,2030.74,87.6531,68.3979,1.06131
01398_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_47.ano.eswc,6,56,1475.78,77.9079,64.7176,1.05087
01399_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_16_56.ano.eswc,6,68,1782.73,77.937,60.2575,1.05405
01400_P014_T01-S005_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_29_16_56.ano.eswc,14,145,4883.68,78.3133,56.5967,1.13911
01402_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_10.ano.eswc,5,97,2278.14,90.8776,58.7739,1.06947
01404_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_15_58.ano.eswc,7,71,1366.14,76.3792,61.353,1.06745
01405_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_30_16_16.ano.eswc,11,63,1698.94,89.4735,57.3032,1.06021
01406_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_29_16_57.ano.eswc,10,80,1780.64,81.7645,57.0537,1.08106
01407_P014_T01-S005_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_26_16_29.ano.eswc,6,114,2028.08,91.3181,61.9889,1.07593
01409_P014_T01-S037_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_26_16_54.ano.eswc,5,67,1748.01,79.5224,62.0298,1.11629
01421_P014_T01-S015_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_26_17_15.ano.eswc,6,90,1878.41,84.9003,65.3982,1.06574
01427_P014_T01-S015_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_31_13_50.ano.eswc,6,68,1571.89,68.7709,58.6254,1.03914
01432_P017_T01-S014_IFG_R0460_LJ-20220714_YXQ_stamp_2022_08_31_13_54.ano.eswc,8,88,2070.94,78.64,57.4487,1.0796
01435_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_31_13_59.ano.eswc,8,136,3639.72,85.601,58.4254,1.11094
01437_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_31_14_57.ano.eswc,8,126,3324.11,75.7794,57.187,1.10594
01438_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_31_14_04.ano.eswc,6,144,4607.2,80.1266,59.3462,1.13841
01441_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_27_16_44.ano.eswc,6,76,2564.12,85.3353,64.2578,1.1173
01443_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_27_17_11.ano.eswc,7,71,2261.08,85.434,65.1224,1.06852
01444_P014_T01-S011_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_31_15_00.ano.eswc,10,52,2074.78,91.8383,62.1011,1.09237
01446_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_10_48.ano.eswc,8,76,2892.31,84.6314,60.8755,1.11248
01447_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_11_04.ano.eswc,10,95,3646.29,77.9951,55.2353,1.10081
01449_P014_T01-S011_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_11_14.ano.eswc,12,87,3126.98,81.1017,65.8041,1.11887
01452_P014_T01-S011_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_11_28.ano.eswc,14,120,4911.1,72.7303,63.0978,1.14202
01454_P014_T01-S011_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_15_18.ano.eswc,10,90,2601.36,86.0381,60.9347,1.11501
01458_P014_T01-S011_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_27_17_48.ano.eswc,8,98,2001.04,85.2817,61.5734,1.12169
01462_P014_T01-S011_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_31_14_07.ano.eswc,8,98,2500.76,81.793,55.1287,1.11381
01465_P014_T01-S011_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_27_18_36.ano.eswc,9,82,2257.49,70.6653,56.3212,1.06169
01466_P014_T01-S011_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_50.ano.eswc,7,111,2520.91,84.324,59.4778,1.11051
01469_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_11.ano.eswc,5,109,2163.46,78.0674,60.0618,1.06407
01471_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_27_20_49.ano.eswc,7,55,1597.02,85.6519,70.3417,1.05681
01473_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_31_14_13.ano.eswc,7,77,1861,80.7694,68.6494,1.07021
01474_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_23_16_26.ano.eswc,7,91,1914.47,75.7046,66.7552,1.09001
01475_P014_T01-S004_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_23_16_58.ano.eswc,9,66,2104.28,77.7057,61.8362,1.05428
01476_P014_T01-S004_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_31_14_24.ano.eswc,6,57,2233.23,76.7319,66.1216,1.09097
01477_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_23_17_58.ano.eswc,4,81,1970.96,78.6087,63.0472,1.07568
01482_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_23_18_15.ano.eswc,6,50,1207.82,85.5731,74.7341,1.08593
01483_P014_T01-S004_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_09_22.ano.eswc,4,108,3041.54,71.11,62.2955,1.10125
01485_P014_T01-S004_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_24_10_09.ano.eswc,11,52,1795.44,67.0745,66.1465,1.0505
01488_P014_T01-S004_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_13_17.ano.eswc,5,81,2972.61,78.0951,66.5866,1.08999
01492_P014_T01-S008_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_31_15_32.ano.eswc,5,68,1804,77.3705,63.0164,1.04293
01501_P014_T01-S003_MFG_R0460_LJ-20220704_RJ_stamp_2022_08_24_14_09.ano.eswc,5,69,1509.87,64.108,48.9367,1.07213
01503_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_15_12.ano.eswc,5,89,2254.99,75.1508,67.98,1.1197
01504_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_15_48.ano.eswc,6,66,1789.43,83.0266,65.1111,1.10332
01505_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_16_40.ano.eswc,10,79,2836.17,68.0583,60.0961,1.11233
01506_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_24_17_15.ano.eswc,6,73,2885.65,88.2075,68.701,1.09925
01507_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_30_10_22.ano.eswc,8,130,4323.88,85.0909,66.7501,1.10971
01508_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_30_11_02.ano.eswc,12,106,3163.69,84.6923,62.4307,1.13998
01509_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_30_12_52.ano.eswc,7,81,3062.29,78.5754,55.1833,1.09157
01510_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_09_50.ano.eswc,8,82,2786.35,82.3044,61.2126,1.13707
01511_P014_T01-S018_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_25_10_50.ano.eswc,6,100,4043.41,78.38,61.4687,1.11119
01518_P014_T01-S018_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_30_13_23.ano.eswc,5,92,2499.87,86.8127,74.1289,1.04711
01519_P014_T01-S018_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_30_14_38.ano.eswc,6,90,2691.81,70.3918,56.5118,1.08443
01520_P014_T01-S018_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_25_12_01.ano.eswc,7,100,3108.89,82.357,61.7571,1.11481
01521_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_14_40.ano.eswc,7,65,1863.9,73.4057,51.944,1.08093
01522_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_15_22.ano.eswc,9,85,2654.53,66.55,60.1453,1.14807
01523_P014_T01-S018_MFG_R0460_LJ-20220704_LJ_stamp_2022_08_25_16_15.ano.eswc,8,90,2776.13,70.9206,57.7928,1.11549
01525_P014_T01-S019_MFG_R0613_LJ-20220704_LJ_stamp_2022_08_12_16_58.ano.eswc,11,53,2660.04,87.1852,62.0448,1.11792
01529_P014_T01-S019_MFG_R0613_LJ-20220704_YXQ_stamp_2022_08_12_16_58.ano.eswc,8,87,3248.16,82.8388,58.8044,1.14177
01530_P014_T01-S019_MFG_R0460_LJ-20220704_YXQ_stamp_2022_08_12_16_58.ano.eswc,10,68,2220,80.8958,62.04,1.12602
01535_P018_T01-S009_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_12_16_59.ano.eswc,6,82,2817.03,77.414,59.5072,1.10971
01537_P018_T01-S009_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_12_16_59.ano.eswc,9,85,2653.06,92.7375,61.3695,1.10416
01538_P018_T01-S009_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_12_16_59.ano.eswc,12,74,2171.06,78.3837,59.9644,1.07402
01541_P018_T01-S009_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_18_09_12.ano.eswc,9,62,1964.44,78.5456,56.0929,1.08165
01545_P018_T01-S023_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_21_26.ano.eswc,4,90,2184.44,80.8237,60.7232,1.05665
01548_P018_T01-S023_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_17_11.ano.eswc,7,53,1397.01,75.9791,68.3308,1.06427
01549_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_26_10_07.ano.eswc,6,58,1412.84,83.4808,60.8427,1.0548
01550_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_30_14_52.ano.eswc,5,61,1517.52,82.7021,65.4676,1.03683
01551_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_30_15_10.ano.eswc,5,47,1219.12,81.426,61.1333,1.07153
01552_P018_T01-S023_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_13.ano.eswc,7,57,1773.07,75.1289,62.8954,1.05441
01557_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_13.ano.eswc,9,69,2143.42,82.9358,56.5243,1.09963
01559_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_13.ano.eswc,8,96,2621.25,88.9698,61.0998,1.05733
01560_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_14.ano.eswc,11,61,2381.63,88.5215,70.9477,1.13607
01561_P018_T01-S012_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_25_09_17.ano.eswc,10,99,4438.77,88.8159,57.654,1.09013
01564_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_09_18.ano.eswc,9,55,1956.03,73.8864,67.178,1.07407
01566_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_09_18.ano.eswc,11,79,2258.9,87.9581,61.9778,1.05386
01570_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_13_42.ano.eswc,8,116,4727.31,83.57,56.7915,1.09455
01571_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_21_45.ano.eswc,6,104,2811.89,74.1812,56.9975,1.07735
01572_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_14_40.ano.eswc,5,107,3936.04,76.4962,56.0926,1.13147
01573_P018_T01-S023_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_26_15_55.ano.eswc,6,99,2565.31,80.7936,59.5441,1.0838
01574_P019_T03-S004_SFG_R0460_GYC-20220711_LJ_stamp_2022_08_26_17_02.ano.eswc,11,74,2052.85,87.5094,58.8114,1.06434
01576_P019_T03-S004_SFG_R0613_GYC-20220711_LJ_stamp_2022_08_29_09_49.ano.eswc,8,149,3920.88,75.4951,57.8767,1.13837
01579_P019_T03-S004_SFG_R0460_GYC-20220711_LJ_stamp_2022_08_30_16_48.ano.eswc,7,99,2587.22,68.3366,51.7095,1.09958
01581_P019_T03-S004_SFG_R0460_GYC-20220711_LJ_stamp_2022_08_29_14_55.ano.eswc,10,151,4635.78,72.041,49.7451,1.14211
01583_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_27_22_17.ano.eswc,6,88,2873.84,74.3823,57.7781,1.09071
01584_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_31_14_17.ano.eswc,6,70,2159.39,77.0206,66.2955,1.07756
01585_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_31_14_20.ano.eswc,6,126,3668.67,76.4655,61.2887,1.0856
01586_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_23_20.ano.eswc,6,106,2556.71,82.0858,61.9222,1.06343
01587_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_29_15_23.ano.eswc,9,68,2173.05,90.2176,60.488,1.06234
01588_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_22_55.ano.eswc,8,78,1553.31,78.5641,56.1125,1.07221
01589_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_31_14_23.ano.eswc,9,103,2136.93,84.9059,62.2517,1.11755
01590_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_25_14_24.ano.eswc,8,65,2164.48,74.466,62.2773,1.13248
01597_P018_T01-S012_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_22_16.ano.eswc,9,69,2473.05,68.3241,57.5042,1.07992
01604_P018_T01-S012_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_31_14_26.ano.eswc,7,129,3619.21,69.1853,54.0628,1.08609
01605_P018_T01-S012_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_27_20_46.ano.eswc,11,97,3062.53,74.9789,50.9194,1.06604
01607_P018_T01-S012_SPL_R0613_LJ-20220728_LJ_stamp_2022_08_27_13_07.ano.eswc,11,79,3071.39,76.5808,61.8482,1.08497
01610_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_13_09.ano.eswc,6,46,1516,91.1048,71.9373,1.10967
01611_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_13_10.ano.eswc,6,64,2256.2,83.2832,56.6144,1.11299
01612_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_13_11.ano.eswc,5,117,3039.64,73.2591,55.9402,1.13012
01613_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_31_13_53.ano.eswc,7,65,2122.9,78.7323,68.9542,1.09504
01614_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_13_14.ano.eswc,6,102,3038.89,75.3764,61.4086,1.06125
01615_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_13_18.ano.eswc,4,78,1763.42,75.1676,60.206,1.0822
01616_P018_T01-S012_SPL_R0460_LJ-20220728_LJ_stamp_2022_08_27_13_19.ano.eswc,10,62,2206.54,67.4145,54.6711,1.08153
01638_P018_T01-S026_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_25_09_18.ano.eswc,9,71,2472.34,84.8575,61.7121,1.09116
01641_P018_T01-S024_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_25_09_18.ano.eswc,11,73,2280.89,85.9766,64.488,1.06788
01645_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_29_15_34.ano.eswc,5,37,1071.54,89.4984,60.6706,1.0764
01647_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_29_15_56.ano.eswc,8,61,1354.91,73.2066,62.7745,1.08744
01648_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_31_14_28.ano.eswc,10,108,2756.22,77.9172,56.7804,1.11872
01649_P018_T01-S025_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_29_16_29.ano.eswc,6,88,2700.66,82.8956,62.2902,1.1045
01650_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_27_18_15.ano.eswc,7,53,1842.53,93.1818,60.9667,1.05983
01653_P018_T01-S025_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_29_16_58.ano.eswc,6,84,2198.16,77.8964,53.557,1.13793
01654_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_29_16_49.ano.eswc,5,81,1888.51,89.9499,63.075,1.08227
01659_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_29_17_01.ano.eswc,7,50,1263.17,82.2756,55.5513,1.07549
01661_P018_T01-S025_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_29_17_22.ano.eswc,5,57,1571.8,72.9906,57.1867,1.13517
01665_P018_T01-S025_SPL_R0460_LJ-20220728_RJ_stamp_2022_08_29_18_02.ano.eswc,7,87,1922.95,75.8972,57.4803,1.04837
01666_P018_T01-S025_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_30_09_21.ano.eswc,6,64,1826.55,89.5941,56.7765,1.10633
01670_P018_T01-S027_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_31_15_19.ano.eswc,5,85,2650.55,81.0264,68.839,1.09821
01671_P018_T01-S027_SPL_R0919_LJ-20220728_RJ_stamp_2022_08_29_16_58.ano.eswc,8,82,2611.22,74.5054,59.4401,1.08345
01672_P018_T01-S027_SPL_R0613_LJ-20220728_RJ_stamp_2022_08_31_15_06.ano.eswc,10,86,2680.35,90.5062,58.6107,1.09007
01678_P018_T01-S014_SPL_R0919_LJ-20220728_YXQ_stamp_2022_08_27_13_21.ano.eswc,6,94,3179.49,73.2735,59.6956,1.10689
01679_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_13_22.ano.eswc,7,75,2774.87,75.9669,61.5857,1.07693
01680_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_13_24.ano.eswc,6,79,2161.99,73.8693,59.867,1.06511
01681_P018_T01-S014_SPL_R0919_LJ-20220728_YXQ_stamp_2022_08_27_13_25.ano.eswc,5,75,3253.43,69.6551,57.5826,1.06095
01682_P018_T01-S014_SPL_R0919_LJ-20220728_YXQ_stamp_2022_08_27_13_27.ano.eswc,7,77,3138.2,66.9616,61.0914,1.08275
01683_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_27_13_28.ano.eswc,11,93,2328.05,84.2346,68.9843,1.1562
01684_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_13_31.ano.eswc,9,77,2432.78,74.6463,55.5266,1.1075
01686_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_13_33.ano.eswc,8,84,2920.25,69.4656,60.8027,1.11739
01688_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_27_14_18.ano.eswc,6,86,1873.56,80.9455,65.4161,1.07171
01690_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_27_13_43.ano.eswc,7,59,1985.17,86.2565,62.3463,1.041
01692_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_27_15_27.ano.eswc,8,88,2394.13,69.6246,59.1966,1.08915
01695_P018_T01-S014_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_31_14_51.ano.eswc,5,53,1920.61,68.668,60.3676,1.08874
01697_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_22_16_03.ano.eswc,5,71,1786.58,73.0855,62.7093,1.06137
01698_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_22_15_41.ano.eswc,8,56,1667.5,68.2542,55.4037,1.04172
01699_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_25_09_12.ano.eswc,10,70,2082.93,77.357,62.6581,1.05175
01701_P018_T01-S014_SPL_R0460_LJ-20220728_YXQ_stamp_2022_08_22_15_22.ano.eswc,5,75,1740.59,88.5365,58.5789,1.04628
01738_P018_T01-S029_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_25_09_11.ano.eswc,9,98,3288.27,82.1884,56.0901,1.11766
01745_P018_T01-S029_SPL_R0613_LJ-20220728_YXQ_stamp_2022_08_25_09_12.ano.eswc,9,64,1870.53,81.1908,62.1399,1.07918